Latitude,Longitude,Angle,Speed (km/h),HDOP,matched_way,match_dist_m,proj_lat,proj_lon,noisy,off_path
37.49635,127.0283,326.0,72.0,1.0,218873820,3.874276579023008,37.49633505379722,127.02826856969664,False,False
37.4965,127.028183,347.4,72.0,1.0,218873820,0.7169981212198301,37.4965027660388,127.02818881669069,False,False
37.496667,127.028133,336.0,72.0,1.0,218873820,2.240081489272427,37.49665835820288,127.02811482720324,False,False
37.496833,127.028033,335.1,72.0,1.0,1229817205,0.3837311217086178,37.49683147329862,127.02802990942104,False,False
37.497,127.027933,335.1,72.0,1.0,1229817205,1.3633243883611497,37.49700542408242,127.02794398024476,False,False
37.497167,127.02785,351.5,72.0,1.0,1229817205,1.4167714073487745,37.497172634077295,127.02786141201588,False,False
37.497333,127.027817,337.6,72.0,1.0,1229817205,3.469689490640169,37.49731920207982,127.02778905184174,False,False
37.4975,127.027717,320.4,69.5,1.0,521766174,1.6321988640298437,37.49749373813717,127.02770374217552,False,False
37.497633,127.027583,338.5,69.6,1.0,913949669,4.289746864697596,37.4976009290888,127.02756163591542,False,True
37.4978,127.0275,328.8,65.7,1.0,472042764,6.040216582601877,37.49785208189337,127.02748478101412,False,True
37.49795,127.0274,292.6,66.5,1.0,304445274,1.2298360605443044,37.49796054212035,127.0273966959746,False,True
37.498,127.0272,251.0,100.2,1.0,305539406,1.6345900951668373,37.498009093408335,127.02718847085728,False,True
37.497917,127.0269,249.3,72.0,1.0,305539406,10.701741240085738,37.49783538717309,127.02695080622686,False,True
37.497867,127.0267,245.6,72.0,1.0,480850873,13.007714063159725,37.497755062800245,127.02673352502292,False,True
37.497783,127.026483,245.6,72.0,1.0,480850873,10.980614135019726,37.49768850690214,127.02651130054063,False,True
37.497717,127.026283,256.4,72.0,1.0,504512001,10.46619662111111,37.49762727340625,127.02631108404064,False,True
37.497667,127.026067,256.4,72.0,1.0,504512001,12.336732154797666,37.49756123732476,127.02610010326563,False,True
37.497633,127.025833,256.4,72.0,1.0,504227065,16.44782911950853,37.49749141559325,127.02587524585527,False,True
