Latitude,Longitude,Angle,Speed (km/h),HDOP,matched_way,match_dist_m,proj_lat,proj_lon
37.497117,127.0281,339.3,54.1,1.0,521766182,0.7833271201017192,37.497120108555414,127.02810631286322
37.497233,127.028033,339.3,54.1,1.0,521766182,1.7700037840249274,37.49724002408317,127.02804726452818
37.497367,127.027967,339.3,54.1,1.0,521766182,1.8516134180294792,37.49737396456325,127.02798210496186
37.497483,127.027917,339.3,54.1,1.0,521766182,1.4993056464356695,37.49748863941097,127.02792923093027
37.497617,127.02785,339.3,54.1,1.0,990628459,2.0693440152754814,37.4976247366176,127.02786690269775
37.49775,127.0278,337.9,35.9,1.0,990628459,0.9684576341015579,37.497753620754374,127.02780791050041
37.497833,127.02775,334.7,35.9,1.0,990628459,2.1840847562239225,37.49784116559666,127.02776783991652
37.4979,127.0277,314.3,35.9,1.0,494952007,1.5501162908145487,37.497913358721725,127.02769606979658
37.497967,127.027617,301.3,35.9,1.0,472042766,6.538342395622188,37.49802316981562,127.02759983281776
37.498017,127.027517,282.5,35.9,1.0,472042766,2.035616085510289,37.49799951023336,127.02752233778592
37.498033,127.027417,264.1,35.9,1.0,523141074,3.337775754510151,37.49804556487805,127.02744422390244
37.498033,127.0273,248.0,35.9,1.0,305539406,9.379020340979737,37.49807115517724,127.02722488199478
37.498,127.0272,251.0,35.9,1.0,305539406,1.6345900951668373,37.498009093408335,127.02718847085728
37.497967,127.027083,249.7,35.9,1.0,305539406,4.512395290671398,37.49793382256673,127.02710628889467
37.497933,127.026983,249.7,35.9,1.0,305539406,7.33080293519116,37.49787709437328,127.0270178027885
