Latitude,Longitude,Angle,Speed (km/h),HDOP,matched_way,match_dist_m,proj_lat,proj_lon
37.497,127.02815,338.3,72.0,1.0,521766182,1.543596178096916,37.4970061256072,127.02816243990064
37.497167,127.028067,338.3,72.0,1.0,521766182,1.6201469092051062,37.497173429391125,127.0280800568259
37.497333,127.027983,338.3,72.0,1.0,521766182,1.8457433670394718,37.49734032464813,127.0279978749164
37.4975,127.0279,338.3,72.0,1.0,990628459,2.4289460750917313,37.49750908105508,127.0279198399788
37.497667,127.027817,325.7,66.5,1.0,990628459,3.0931166066550033,37.497678564176965,127.02784226501863
37.497817,127.0277,181.3,37.4,1.0,990628459,7.986408614010437,37.497846858635896,127.02776523412732
37.497717,127.0277,339.3,60.2,1.0,521766174,10.188772115141305,37.49767866086399,127.02761688995163
37.49785,127.027633,108.2,60.0,1.0,494952007,4.768250011026797,37.49789105122661,127.02762077197505
37.497817,127.027817,331.6,77.0,1.0,990628459,3.8564239019170676,37.49780258206038,127.02778550017824
37.497983,127.0277,277.6,35.2,1.0,472042763,0.6655748264740743,37.497985214360774,127.02770555375969
37.498,127.027583,136.2,55.4,1.0,472042766,1.919050222821342,37.49801648824687,127.02757796787272
37.4979,127.027717,105.1,44.1,1.0,494952007,2.0842451767166335,37.497917961782285,127.02771171555291
37.497867,127.02785,339.2,79.3,1.0,990628459,9.51322349923077,37.49783143308997,127.02777229463042
37.49805,127.02775,334.5,79.3,1.0,520307303,2.0122614151224583,37.49806729519606,127.02774474345024
37.498233,127.02765,333.4,95.2,1.0,218864485,3.91835203180682,37.49821829636001,127.02761801919071
37.498433,127.027517,0.0,95.2,1.0,218864485,0.09485885678221101,37.49843337030455,127.02751776746086
37.498433,127.027517,342.8,98.2,1.0,218864485,0.09485885678221101,37.49843337030455,127.02751776746086
37.498667,127.027417,334.4,90.7,1.0,520307304,0.9248665897457274,37.49866348973216,127.02740946980256
37.498883,127.0273,334.4,90.7,1.0,520307304,0.7565902882464834,37.4988858342953,127.02730617735052
